Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,DroughtMort,
1, ClayLoam3, 3, 35439, -297.4, 4875.7, 3696.9, 355, 354, 63, 323.8, 1.13, 425.3, 5.5, 8.2, 8.1, 1731, 1393.8, 5676.8, 5330.5, 66.8, 15.6, 26, 35.9, 2439.8, 155.8, 1656.7, 623.3, 0.2, 0.2, 5.3, 6.1, 21.5, 30.5, 0.3, 0.7, 0.1, 1.2, 215.6, 8.9, 63.7, 69.8, 0, 0, 0, 0, 2.8, 0.3, -0.2, 0, 1.9, 0, 0, 4.5, 0.4, 5.6, 0.7, 361.4, 1.71, 0, 10158.7, 
1, ClayLoam2, 4, 67166, -266.7, 3723.8, 1407.1, 243, 242.6, 44.3, 161.5, 1.17, 325.1, 3.9, 4.4, 4.4, 658.1, 535.7, 3580.8, 3469.6, 46.5, 10.8, 18.3, 25.3, 1859.4, 104.4, 1273.1, 486.9, 0.1, 0.1, 2.8, 2.4, 13.9, 20, 0.2, 0.5, 0.1, 0.8, 172, 6.8, 49.7, 54.5, 0, 0, 0, 0, 2.1, 0.2, -0.1, 0, 1.64, 0, 0, 9.5, 0.9, 3.9, 0.5, 285.9, 1.9, 0, 6669.7, 
1, ClayLoam1, 5, 4459, -330.1, 3825.5, 5853.3, 247.8, 247.4, 30.2, 278.7, 0.78, 368, 3.7, 19.4, 19.4, 2733.8, 2568.5, 3114.8, 2973.4, 28.8, 6.9, 12.6, 17.2, 1923.4, 97.9, 1304.8, 499.4, 0.4, 0.4, 20.6, 17.7, 12.5, 17.3, 0.1, 0.3, 0.1, 0.6, 183.4, 6.7, 51.1, 55.9, 0, 0, 0, 0, 2.1, 0.3, 0, 0, 1.34, 0, 0, 0, 0, 4.4, 0.3, 299, 1.5, 0, 5679.6, 
1, ClayLoam4, 6, 1586, -256.7, 6255.3, 12482.2, 281.4, 279.6, 30.6, 487.5, 1.77, 556.4, 6, 26.1, 26, 5842.3, 5265, 4001.2, 3914.5, 44.5, 10, 12.5, 17, 2800.8, 180.1, 2364.8, 909.6, 0.6, 0.7, 16.6, 26.9, 15.6, 22.5, 0.2, 0.6, 0.1, 0.6, 262.6, 13, 92.9, 101.9, 0, 0, 0, 0, 3.1, 0.4, -0.6, 0, 2.22, 0, 0, 0, 0, 4.4, 0.3, 473.6, 2.31, 0, 7000.6, 
1, Sands3, 7, 22943, -276.4, 5413.7, 6227.6, 335.7, 334.6, 50.1, 377.6, 1.46, 479.7, 6.2, 17.2, 17.2, 2911.5, 2572.1, 5530, 5324, 57.7, 13.3, 20.6, 28.4, 2602.4, 169.3, 1914.8, 727.2, 0.4, 0.5, 9.1, 13.3, 21.3, 30.6, 0.3, 0.6, 0.1, 0.9, 235, 10.4, 74.3, 81.4, 0, 0, 0, 0, 3, 0.5, -0.4, 0, 1.96, 0, 0, 9, 0.8, 5.3, 0.5, 404.5, 2.02, 0, 10005, 
1, Sands2, 8, 21735, -346.8, 4043.6, 2800.4, 279.8, 279.4, 47.1, 205.2, 1.1, 359.4, 4.4, 9, 9, 1308.6, 1141.8, 3727, 3676.2, 50.8, 11.7, 19.5, 26.9, 1985.3, 108.5, 1408.2, 541.6, 0.2, 0.2, 5.1, 6, 14.6, 21.2, 0.3, 0.5, 0.1, 0.9, 185.8, 7.4, 55.3, 60.7, 0, 0, 0, 0, 2.3, 0.4, -0.1, 0, 1.59, 0, 0, 5.3, 0.5, 4.5, 0.5, 311.9, 1.78, 0, 7073.6, 
1, Sands1, 9, 27903, -398.3, 3573.9, 2328.7, 252.3, 252.2, 42.4, 177, 0.65, 330.3, 3.3, 8.1, 8.1, 1087.1, 1011.2, 3091.6, 3050.5, 37.8, 9.1, 17.6, 24.3, 1802.8, 80.6, 1219.3, 471.1, 0.2, 0.2, 7.8, 7.2, 12.4, 17.9, 0.2, 0.3, 0.1, 0.8, 175.6, 6.1, 48.2, 52.8, 0, 0, 0, 0, 1.9, 0.4, 0.1, 0, 1.2, 0, 0, 1.9, 0.2, 4.2, 0.5, 284.7, 1.37, 0, 6136.7, 
1, Sands4, 10, 7168, -144.4, 6741.7, 21426.1, 218.6, 217.5, 8.8, 705.4, 2.13, 618, 5.9, 35.2, 35.1, 10038.2, 9187, 1838.7, 1632.1, 27.3, 5.8, 3.5, 4.7, 3164.2, 176.5, 2457.7, 943.3, 1, 1, 31.5, 50.6, 6.8, 9, 0.1, 0.4, 0, 0.2, 299.8, 13.2, 96.7, 105.7, 0, 0, 0, 0, 3, 0.5, -0.8, 0, 2.65, 0, 0, 0, 0, 3.9, 0.1, 518.2, 2.76, 0, 1804.9, 
1, Shallow3, 11, 25924, -404.4, 4740.2, 2512.4, 401.3, 399.8, 71.4, 293.2, 0.86, 409.8, 5.1, 9.1, 9, 1173.6, 849, 5531.9, 5140.5, 72.7, 17.1, 29.4, 40.7, 2401.4, 145.4, 1593.9, 599.4, 0.2, 0.2, 4.1, 3, 20.9, 29.3, 0.4, 0.7, 0.1, 1.3, 211.9, 8.3, 61.3, 67.1, 0, 0, 0, 0, 2.6, 0.3, 0, 0, 1.98, 0.04, 0.03, 0.2, 0, 6.2, 0.8, 352.1, 1.42, 0, 9818.7, 
1, Shallow2, 12, 26415, -375.6, 4076, 2274.8, 313.1, 312.1, 52.7, 206.5, 0.92, 357.7, 4.2, 10.1, 10, 1060.9, 865.7, 4021.6, 3852.8, 53, 12.5, 21.8, 30.1, 2037.5, 115.5, 1392.4, 530.6, 0.2, 0.2, 4.7, 3.6, 15.5, 22.1, 0.3, 0.5, 0.1, 1, 187.6, 7.3, 54.2, 59.4, 0, 0, 0, 0, 2.2, 0.3, 0, 0, 1.61, 0, 0.01, 2.5, 0.2, 4.8, 0.6, 311.3, 1.54, 0, 7355.6, 
1, Shallow1, 13, 10612, -414.8, 4358.5, 4295.1, 297.1, 296.1, 44.5, 252.5, 0.49, 401.1, 3.7, 15.1, 15, 2006.1, 1701.6, 3602.6, 3484.2, 43.9, 10.5, 18.4, 25.4, 2185.8, 109.9, 1491.4, 571.3, 0.3, 0.3, 12.8, 12.4, 14.2, 20.4, 0.2, 0.4, 0.1, 0.8, 208.7, 7.4, 58.5, 64, 0, 0, 0, 0, 2, 0.3, 0.2, 0, 1.07, 0, 0, 61.6, 5.8, 4.9, 0.5, 340.7, 1.19, 0, 6637.1, 
2, Clay3, 0, 34975, 1360.2, 6475.2, 2235.2, 135.4, 132.1, 22.3, 92.9, 4.13, 401.2, 12, 12.2, 12, 1040.3, 771.1, 3790, 3802.6, 74, 16.7, 33.6, 38.3, 3155, 695.1, 2034, 591.1, 0.3, 0.3, 3.5, 2.7, 14.3, 21.6, 0.4, 0.6, 0.2, 1.2, 208.3, 14.7, 62.7, 66.2, 0, 0, 0, -0.2, 2.9, -0.8, -1.3, 0, 1.91, 0, 0, 48.8, 1.5, 1.6, 0.2, 358.4, 5.05, 0, 311.1, 
2, Clay2, 1, 89356, 937.7, 5387.1, 1982.5, 121.4, 119.9, 17.8, 61.5, 3.26, 360.3, 9.4, 14.8, 14.7, 918.5, 770.2, 2805.3, 2900.9, 59.3, 13.2, 27.3, 31.1, 2594.2, 521.8, 1733, 538.2, 0.3, 0.3, 4.7, 3.2, 10.9, 16.7, 0.3, 0.5, 0.1, 1, 189.8, 12.4, 56.4, 60.3, 0, 0, 0, -0.2, 2.6, -0.5, -1, 0, 1.65, 0, 0, 31, 1, 1.6, 0.2, 324.1, 4.02, 0, 253, 
2, Clay1, 2, 10490, 626.8, 5174.1, 3585.8, 114.5, 113.3, 11.3, 106.6, 2.26, 387, 7.2, 21.5, 21.4, 1665.2, 1429.5, 2800.5, 2791, 44.6, 10.1, 20.1, 23.5, 2518.3, 401.7, 1696.1, 558, 0.5, 0.4, 11.3, 10, 11.1, 16.3, 0.2, 0.4, 0.1, 0.8, 202.3, 10.9, 58, 62.5, 0, 0, 0, -0.1, 2.1, -0.1, -0.6, 0, 1.08, 0, 0, 9.4, 0.3, 2, 0.1, 337.4, 2.65, 0, 175.9, 
2, ClayLoam3, 3, 35439, 1391.6, 6699.2, 3404.6, 155.5, 152.3, 21.9, 124.1, 4.14, 419.3, 12.5, 18, 17.8, 1583.7, 1285.4, 3906.5, 3949.6, 73.3, 16.6, 32.9, 37.3, 3211.5, 731.5, 2132.9, 623.4, 0.5, 0.5, 4.9, 5.6, 14.8, 22.5, 0.4, 0.7, 0.2, 1.2, 212.7, 15.4, 66, 69.8, 0, 0, 0, -0.2, 3, -0.8, -1.4, 0, 1.9, 0, 0, 83.2, 2.7, 2, 0.2, 370.5, 5.06, 0, 330.1, 
2, ClayLoam2, 4, 67166, 884.9, 4855.5, 1263.9, 87, 85.9, 13.7, 43.1, 3.28, 322.3, 8.5, 8.3, 8.3, 586.3, 478, 2507.9, 2592.8, 50.7, 11.1, 22.6, 25.7, 2339.9, 467.4, 1561.4, 486.9, 0.2, 0.2, 2.6, 2.1, 9.7, 14.9, 0.3, 0.4, 0.1, 0.8, 170.9, 11.2, 51, 54.5, 0, 0, 0, -0.2, 2.3, -0.4, -0.9, 0, 1.64, 0, 0, 11.3, 0.4, 1, 0.2, 292.6, 4.07, 0, 223.2, 
2, ClayLoam1, 5, 4459, 524.5, 4719.3, 5724, 155.4, 154.3, 10.5, 154.9, 2.02, 366.8, 7.4, 40.2, 40.2, 2652, 2507, 2398.3, 2349.8, 33.6, 7.6, 16.3, 18, 2286.3, 385.8, 1547.9, 499.4, 0.9, 0.8, 20.3, 17.3, 10, 13.9, 0.2, 0.3, 0.1, 0.6, 182.4, 10.2, 52, 55.9, 0, 0, 0, -0.1, 2.2, -0.1, -0.6, 0, 1.34, 0, 0, 0, 0, 2.8, 0.1, 303.6, 2.54, 0, 117, 
2, ClayLoam4, 6, 1586, 703.3, 7477.3, 11983.4, 238.9, 235.7, 16.7, 350, 3.08, 553.7, 10.8, 57.7, 57.6, 5576.4, 5061.7, 3089.9, 3219.3, 49.3, 12.1, 18.3, 21, 3324.5, 582, 2661.2, 909.5, 1.4, 1.6, 15.7, 25.8, 11.8, 18.3, 0.2, 0.5, 0.1, 0.7, 260.4, 18.6, 93.5, 101.9, 0, 0, 0, -0.1, 3.3, -0.2, -1.2, 0, 2.22, 0, 0, 0, 0, 3.8, 0.2, 479, 4.16, 0, 242.9, 
2, Sands3, 7, 22943, 1242.6, 7185.4, 5950, 218.6, 215.9, 21.7, 171.2, 4, 474.9, 13.2, 39.8, 39.6, 2758.1, 2454.9, 3851.9, 4024.8, 65.1, 15, 27.9, 31.8, 3358.5, 731.3, 2368.5, 727.1, 1, 1.1, 8.6, 12.7, 14.8, 23.1, 0.3, 0.6, 0.1, 1, 233.1, 16.7, 76.2, 81.5, 0, 0, 0, -0.2, 3.3, -0.3, -1.4, 0, 1.96, 0, 0, 17.4, 0.6, 3.3, 0.2, 413.6, 4.98, 0, 349.6, 
2, Sands2, 8, 21735, 847.2, 5204.8, 2643.8, 134.1, 133, 16.7, 75.6, 3.17, 355.8, 9.4, 19.3, 19.2, 1224.8, 1077.6, 2644.9, 2787.9, 56.5, 12.5, 25, 28.5, 2472.7, 484.4, 1706.2, 541.4, 0.5, 0.5, 4.9, 5.7, 10.4, 16.1, 0.3, 0.5, 0.1, 0.9, 183.9, 11.8, 56.4, 60.7, 0, 0, 0, -0.2, 2.5, 0, -0.9, 0, 1.59, 0, 0, 27.1, 1, 1.9, 0.2, 317.8, 4.01, 0, 260.1, 
2, Sands1, 9, 27903, 688.7, 4473.2, 2229.6, 84.3, 83.9, 9.4, 54.3, 2.64, 328, 7.6, 15.6, 15.6, 1032.9, 964, 2286.4, 2322, 41.1, 9.1, 20.4, 23.1, 2161.7, 374, 1466.5, 471, 0.3, 0.3, 7.6, 7, 9.3, 13.7, 0.2, 0.3, 0.1, 0.7, 174.4, 9.5, 49.1, 52.8, 0, 0, 0, -0.1, 2.1, 0.2, -0.6, 0, 1.2, 0, 0, 11.5, 0.3, 1.4, 0.1, 289.8, 3.24, 0, 148, 
2, Sands4, 10, 7168, 136.2, 7241.9, 20461.6, 210.8, 209.2, 11.5, 583.3, 2.53, 616.9, 7.7, 66.2, 66.1, 9553.9, 8818.1, 1856.5, 1732, 30.2, 7.9, 7.7, 9.5, 3391.7, 344.7, 2562.5, 943, 1.8, 1.9, 30, 48.6, 6.6, 9.5, 0.2, 0.4, 0, 0.4, 296.6, 16.6, 96.1, 105.6, 0, 0, 0, 0, 3.3, 0.5, -1, 0, 2.65, 0, 0, 0, 0, 3.7, 0.2, 518.4, 3.43, 0, 153.5, 
2, Shallow3, 11, 25924, 1299, 6470.2, 2262.7, 146.1, 141.8, 26.4, 94, 3.83, 406, 11.7, 12.8, 12.5, 1052.7, 762.6, 3878.3, 3860.3, 83, 19, 38, 43.6, 3152.3, 677.1, 2041.3, 599.5, 0.3, 0.3, 3.8, 2.6, 14.6, 22, 0.4, 0.7, 0.2, 1.4, 210.8, 14.4, 63.4, 67.2, 0, 0, 0, -0.3, 2.8, -0.7, -1.3, 0, 1.98, 0.21, 0.09, 21.8, 0.8, 1.8, 0.3, 362.4, 4.74, 0, 342.5, 
2, Shallow2, 12, 26415, 871.3, 5272.9, 2106.4, 128, 125.9, 20.3, 66.9, 3.03, 353.7, 8.9, 15.7, 15.5, 976, 801, 2874.5, 2950.1, 61.6, 14, 28.7, 33.1, 2538, 501.6, 1702.7, 530.6, 0.4, 0.3, 4.5, 3.2, 11.1, 16.9, 0.3, 0.5, 0.1, 1.1, 185.3, 11.9, 55.6, 59.4, 0, 0, 0, -0.2, 2.4, -0.4, -0.9, 0, 1.61, 0.02, 0.03, 39.1, 1.5, 1.7, 0.2, 317.3, 3.72, 0, 275, 
2, Shallow1, 13, 10612, 502.3, 5261.2, 4114.2, 173.7, 171.4, 20.9, 122, 1.73, 399.4, 7.3, 29.4, 29.3, 1906.7, 1632.3, 2875.9, 2870.6, 55.6, 13.1, 26, 31, 2554.3, 403.9, 1731.7, 571.3, 0.6, 0.6, 12.6, 12.2, 11.5, 16.9, 0.3, 0.5, 0.1, 1, 207.3, 10.7, 59.4, 64, 0, 0, 0, -0.1, 2.1, 0, -0.5, 0, 1.07, 0, 0, 11.2, 0.4, 3, 0.2, 345, 2.15, 0, 266.6, 
3, Clay3, 0, 34975, 792.5, 7519.3, 2141.3, 118.5, 114.7, 18.3, 82.7, 3.84, 397.8, 8.5, 18.3, 17.9, 990.1, 750.5, 2750.2, 2990.6, 79, 17.5, 39, 39, 3596.6, 1011.2, 2319.9, 591.6, 0.5, 0.4, 3.5, 2.7, 10.3, 17, 0.4, 0.6, 0.2, 1.3, 206.5, 19.4, 65, 66.3, 0, 0, 0, -0.2, 2.6, -1.4, -1.5, 0, 3.14, 0, 0, 22.1, 0.8, 1.6, 0.2, 363.5, 5.56, 0, 144.4, 
3, Clay2, 1, 89356, 513.3, 6082.6, 1917.5, 95, 93.5, 13.9, 54.3, 2.91, 356.8, 6.3, 19.9, 19.8, 883.4, 752.2, 2102.2, 2348.2, 63.7, 13.7, 31.8, 32, 2874, 745.8, 1924.2, 538.5, 0.5, 0.4, 4.6, 3.2, 8.2, 13.5, 0.3, 0.5, 0.2, 1, 187.5, 15.9, 57.8, 60.4, 0, 0, 0, -0.2, 2.1, -0.9, -1, 0, 2.32, 0, 0, 32.3, 1.1, 1.4, 0.2, 326.5, 4.3, 0, 108, 
3, Clay1, 2, 10490, 309, 5668.3, 3495, 87.5, 85.9, 9.9, 94.6, 2, 385.2, 4.4, 29.4, 29.3, 1614.6, 1402.7, 2359.6, 2437.7, 48.9, 11, 23.6, 24.9, 2720.5, 558.4, 1831.3, 558.1, 0.6, 0.6, 11.2, 10, 9.5, 14.3, 0.2, 0.4, 0.1, 0.8, 201.2, 13, 58.7, 62.5, 0, 0, 0, -0.1, 1.5, -0.3, -0.5, 0, 1.58, 0, 0, 0.7, 0, 1.6, 0.1, 339.1, 2.91, 0, 57.2, 
3, ClayLoam3, 3, 35439, 789, 7749.9, 3291.3, 129.9, 126.5, 17.9, 109.8, 3.68, 415.5, 8.7, 26.7, 26.4, 1521.7, 1255.7, 2858.6, 3134.8, 77.8, 17.5, 38.1, 38.2, 3652.9, 1050.1, 2423, 623.8, 0.7, 0.7, 4.8, 5.5, 10.8, 17.8, 0.4, 0.6, 0.2, 1.3, 210.7, 20.1, 68.4, 69.9, 0, 0, 0, -0.2, 2.5, -1.4, -1.5, 0, 2.92, 0, 0, 30.6, 0.9, 1.8, 0.2, 375.3, 5.44, 0, 133.8, 
3, ClayLoam2, 4, 67166, 480.9, 5458, 1218.2, 64.8, 63.7, 10, 37.4, 2.89, 319.6, 5.5, 11.4, 11.3, 562.8, 466.7, 1913.4, 2083.6, 53.4, 11.4, 25.6, 25.7, 2584, 663.6, 1723.4, 487, 0.3, 0.2, 2.5, 2.1, 7.4, 12, 0.3, 0.4, 0.1, 0.8, 169.4, 14.3, 52.3, 54.6, 0, 0, 0, -0.1, 1.7, -0.8, -0.9, 0, 2.26, 0, 0, 11.1, 0.4, 0.9, 0.1, 295.1, 4.3, 0, 82.5, 
